PIERAPG00000012191	len=150	ExpAA=22.79	First60=1.25	PredHel=1	Topology=o61-83i
PIERAPG00000004137	len=150	ExpAA=0.05	First60=0.02	PredHel=0	Topology=o
PIERAPG00000003575	len=246	ExpAA=44.85	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008589	len=926	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000004123	len=543	ExpAA=0.09	First60=0.06	PredHel=0	Topology=o
PIERAPG00000010481	len=4022	ExpAA=1.49	First60=0.00	PredHel=0	Topology=o
PIERAPG00000007135	len=2557	ExpAA=0.13	First60=0.00	PredHel=0	Topology=o
PIERAPG00000003349	len=1678	ExpAA=0.34	First60=0.01	PredHel=0	Topology=o
PIERAPG00000008411	len=2244	ExpAA=6.21	First60=0.02	PredHel=0	Topology=o
PIERAPG00000010431	len=4075	ExpAA=5.38	First60=0.00	PredHel=0	Topology=o
PIERAPG00000002172	len=2110	ExpAA=0.20	First60=0.02	PredHel=0	Topology=o
PIERAPG00000012322	len=682	ExpAA=0.31	First60=0.00	PredHel=0	Topology=o
PIERAPG00000005724	len=2400	ExpAA=0.88	First60=0.00	PredHel=0	Topology=o
PIERAPG00000012829	len=942	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000010036	len=787	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006016	len=379	ExpAA=0.38	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008690	len=407	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000014591	len=339	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000005846	len=471	ExpAA=0.21	First60=0.21	PredHel=0	Topology=o
PIERAPG00000013488	len=232	ExpAA=0.16	First60=0.00	PredHel=0	Topology=o
PIERAPG00000012207	len=329	ExpAA=13.43	First60=13.43	PredHel=0	Topology=o
PIERAPG00000004159	len=439	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000014623	len=600	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000001145	len=523	ExpAA=3.46	First60=0.00	PredHel=0	Topology=o
PIERAPG00000004111	len=523	ExpAA=3.46	First60=0.00	PredHel=0	Topology=o
PIERAPG00000007375	len=981	ExpAA=30.87	First60=15.32	PredHel=0	Topology=o
PIERAPG00000010180	len=267	ExpAA=0.08	First60=0.00	PredHel=0	Topology=o
PIERAPG00000014910	len=208	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000012040	len=738	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000010126	len=564	ExpAA=0.11	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006062	len=278	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000000101	len=476	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000002787	len=484	ExpAA=6.68	First60=6.68	PredHel=0	Topology=o
PIERAPG00000000520	len=422	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000014025	len=184	ExpAA=22.50	First60=0.00	PredHel=1	Topology=i143-165o
PIERAPG00000010239	len=116	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000014127	len=369	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000003956	len=353	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000010656	len=1680	ExpAA=4.11	First60=3.81	PredHel=0	Topology=o
PIERAPG00000004945	len=811	ExpAA=0.39	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006634	len=679	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
PIERAPG00000012409	len=261	ExpAA=0.07	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006491	len=1546	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
PIERAPG00000013366	len=1493	ExpAA=0.17	First60=0.14	PredHel=0	Topology=o
PIERAPG00000010547	len=1667	ExpAA=12.70	First60=0.02	PredHel=0	Topology=o
PIERAPG00000005217	len=561	ExpAA=0.10	First60=0.00	PredHel=0	Topology=o
PIERAPG00000005947	len=338	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008907	len=359	ExpAA=22.04	First60=22.04	PredHel=1	Topology=i7-29o
PIERAPG00000003276	len=199	ExpAA=2.11	First60=2.05	PredHel=0	Topology=o
PIERAPG00000006899	len=251	ExpAA=0.22	First60=0.00	PredHel=0	Topology=o
PIERAPG00000011268	len=618	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000002756	len=103	ExpAA=0.04	First60=0.01	PredHel=0	Topology=o
PIERAPG00000012550	len=74	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008426	len=2523	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000012797	len=272	ExpAA=3.71	First60=3.68	PredHel=0	Topology=o
PIERAPG00000003296	len=464	ExpAA=0.12	First60=0.01	PredHel=0	Topology=o
PIERAPG00000012314	len=221	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
PIERAPG00000009786	len=423	ExpAA=0.23	First60=0.00	PredHel=0	Topology=o
PIERAPG00000012536	len=187	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006924	len=527	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000000950	len=333	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000003951	len=554	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000014206	len=148	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000013917	len=338	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000004201	len=329	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000009254	len=214	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008798	len=217	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000009479	len=1172	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006848	len=433	ExpAA=0.25	First60=0.16	PredHel=0	Topology=o
PIERAPG00000005011	len=944	ExpAA=21.24	First60=20.16	PredHel=1	Topology=i13-35o
PIERAPG00000010275	len=312	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
PIERAPG00000010099	len=638	ExpAA=28.27	First60=28.24	PredHel=1	Topology=i25-47o
PIERAPG00000000257	len=137	ExpAA=0.17	First60=0.17	PredHel=0	Topology=o
PIERAPG00000010485	len=128	ExpAA=4.69	First60=4.68	PredHel=0	Topology=o
PIERAPG00000013139	len=584	ExpAA=18.22	First60=17.98	PredHel=1	Topology=i12-31o
PIERAPG00000006370	len=558	ExpAA=0.05	First60=0.04	PredHel=0	Topology=o
PIERAPG00000004517	len=93	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
PIERAPG00000005912	len=476	ExpAA=1.25	First60=0.00	PredHel=0	Topology=o
PIERAPG00000000359	len=422	ExpAA=0.40	First60=0.04	PredHel=0	Topology=o
PIERAPG00000003114	len=222	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000005221	len=794	ExpAA=22.43	First60=22.21	PredHel=1	Topology=i36-58o
PIERAPG00000001470	len=297	ExpAA=0.13	First60=0.00	PredHel=0	Topology=o
PIERAPG00000009992	len=633	ExpAA=0.72	First60=0.71	PredHel=0	Topology=o
PIERAPG00000011031	len=91	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000004550	len=197	ExpAA=0.08	First60=0.00	PredHel=0	Topology=o
PIERAPG00000009113	len=221	ExpAA=0.03	First60=0.03	PredHel=0	Topology=o
PIERAPG00000013250	len=245	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
PIERAPG00000003937	len=253	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000012655	len=1538	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
PIERAPG00000010100	len=470	ExpAA=0.23	First60=0.23	PredHel=0	Topology=o
PIERAPG00000012234	len=289	ExpAA=0.37	First60=0.37	PredHel=0	Topology=o
PIERAPG00000013214	len=138	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000014361	len=184	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008415	len=264	ExpAA=5.63	First60=5.63	PredHel=0	Topology=o
PIERAPG00000007834	len=879	ExpAA=0.29	First60=0.00	PredHel=0	Topology=o
PIERAPG00000009405	len=502	ExpAA=0.26	First60=0.00	PredHel=0	Topology=o
PIERAPG00000013157	len=435	ExpAA=0.78	First60=0.78	PredHel=0	Topology=o
PIERAPG00000003450	len=186	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006228	len=160	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000009434	len=179	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000013093	len=521	ExpAA=27.92	First60=19.15	PredHel=1	Topology=i21-43o
PIERAPG00000014980	len=1314	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
PIERAPG00000010170	len=211	ExpAA=12.94	First60=9.14	PredHel=0	Topology=o
PIERAPG00000002471	len=347	ExpAA=0.64	First60=0.44	PredHel=0	Topology=o
PIERAPG00000003237	len=142	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000000879	len=519	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000000272	len=139	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000001418	len=562	ExpAA=20.02	First60=0.09	PredHel=1	Topology=i67-84o
PIERAPG00000000659	len=749	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008512	len=530	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008819	len=172	ExpAA=0.05	First60=0.05	PredHel=0	Topology=o
PIERAPG00000012606	len=560	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000002303	len=108	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000011182	len=403	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000005026	len=184	ExpAA=0.22	First60=0.22	PredHel=0	Topology=o
PIERAPG00000002808	len=1102	ExpAA=0.12	First60=0.06	PredHel=0	Topology=o
PIERAPG00000006931	len=105	ExpAA=0.15	First60=0.15	PredHel=0	Topology=o
PIERAPG00000014003	len=153	ExpAA=0.04	First60=0.04	PredHel=0	Topology=o
PIERAPG00000005125	len=476	ExpAA=23.30	First60=0.72	PredHel=1	Topology=o340-362i
PIERAPG00000006729	len=2986	ExpAA=0.23	First60=0.21	PredHel=0	Topology=o
PIERAPG00000014947	len=473	ExpAA=0.53	First60=0.00	PredHel=0	Topology=o
PIERAPG00000010338	len=148	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006569	len=229	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
PIERAPG00000007200	len=218	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000009808	len=2156	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000012594	len=145	ExpAA=20.97	First60=20.96	PredHel=1	Topology=i5-27o
PIERAPG00000006613	len=410	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000009965	len=486	ExpAA=15.90	First60=15.11	PredHel=1	Topology=i7-26o
PIERAPG00000002255	len=50	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000011826	len=274	ExpAA=0.80	First60=0.00	PredHel=0	Topology=o
PIERAPG00000000676	len=175	ExpAA=0.30	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006041	len=166	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000000917	len=368	ExpAA=5.37	First60=4.58	PredHel=0	Topology=o
PIERAPG00000013799	len=954	ExpAA=22.33	First60=0.07	PredHel=1	Topology=o826-848i
PIERAPG00000009938	len=231	ExpAA=0.87	First60=0.83	PredHel=0	Topology=o
PIERAPG00000009495	len=325	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000012475	len=288	ExpAA=0.61	First60=0.02	PredHel=0	Topology=o
PIERAPG00000001448	len=170	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
PIERAPG00000013237	len=269	ExpAA=0.97	First60=0.00	PredHel=0	Topology=o
PIERAPG00000004754	len=226	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000011070	len=957	ExpAA=0.27	First60=0.00	PredHel=0	Topology=o
PIERAPG00000010964	len=255	ExpAA=3.10	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008114	len=745	ExpAA=0.14	First60=0.00	PredHel=0	Topology=o
PIERAPG00000007274	len=184	ExpAA=60.34	First60=22.45	PredHel=1	Topology=i138-157o
PIERAPG00000008063	len=493	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000012520	len=365	ExpAA=3.45	First60=0.00	PredHel=0	Topology=o
PIERAPG00000010606	len=264	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000009994	len=87	ExpAA=3.92	First60=3.92	PredHel=0	Topology=o
PIERAPG00000005541	len=127	ExpAA=0.27	First60=0.24	PredHel=0	Topology=o
PIERAPG00000013423	len=957	ExpAA=4.29	First60=3.44	PredHel=0	Topology=o
PIERAPG00000004605	len=208	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000005465	len=1316	ExpAA=7.30	First60=3.27	PredHel=0	Topology=o
PIERAPG00000002356	len=472	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000009202	len=328	ExpAA=14.92	First60=0.06	PredHel=0	Topology=o
PIERAPG00000001375	len=104	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000003234	len=197	ExpAA=33.40	First60=0.20	PredHel=0	Topology=o
PIERAPG00000002914	len=1125	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000012955	len=884	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000001672	len=1047	ExpAA=0.11	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006820	len=491	ExpAA=254.43	First60=26.58	PredHel=10	Topology=i13-35o55-77i109-131o141-163i258-280o298-320i327-349o359-381i394-411o421-443i
PIERAPG00000007334	len=163	ExpAA=1.72	First60=1.72	PredHel=0	Topology=o
PIERAPG00000012459	len=155	ExpAA=0.48	First60=0.48	PredHel=0	Topology=o
PIERAPG00000012332	len=163	ExpAA=18.51	First60=18.38	PredHel=1	Topology=i7-29o
PIERAPG00000010526	len=85	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
PIERAPG00000012424	len=592	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006203	len=533	ExpAA=0.22	First60=0.20	PredHel=0	Topology=o
PIERAPG00000003152	len=334	ExpAA=12.99	First60=0.00	PredHel=0	Topology=o
PIERAPG00000001365	len=1783	ExpAA=0.40	First60=0.00	PredHel=0	Topology=o
PIERAPG00000005304	len=739	ExpAA=1.11	First60=0.04	PredHel=0	Topology=o
PIERAPG00000003463	len=918	ExpAA=0.13	First60=0.01	PredHel=0	Topology=o
PIERAPG00000006999	len=77	ExpAA=17.17	First60=17.17	PredHel=1	Topology=i33-50o
PIERAPG00000006510	len=387	ExpAA=4.65	First60=4.64	PredHel=0	Topology=o
PIERAPG00000013381	len=557	ExpAA=0.14	First60=0.08	PredHel=0	Topology=o
PIERAPG00000011820	len=188	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000013433	len=430	ExpAA=0.24	First60=0.20	PredHel=0	Topology=o
PIERAPG00000006304	len=159	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000010728	len=395	ExpAA=0.21	First60=0.02	PredHel=0	Topology=o
PIERAPG00000014739	len=816	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000007247	len=286	ExpAA=23.79	First60=19.49	PredHel=1	Topology=i41-63o
PIERAPG00000013524	len=924	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008297	len=100	ExpAA=0.16	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008684	len=123	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000007716	len=222	ExpAA=39.99	First60=0.00	PredHel=0	Topology=o
PIERAPG00000002400	len=227	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000014758	len=198	ExpAA=0.25	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006035	len=490	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000005842	len=1069	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000014121	len=484	ExpAA=0.15	First60=0.01	PredHel=0	Topology=o
PIERAPG00000009668	len=2443	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000003362	len=186	ExpAA=4.09	First60=0.41	PredHel=0	Topology=o
PIERAPG00000007088	len=185	ExpAA=5.14	First60=0.00	PredHel=0	Topology=o
PIERAPG00000013483	len=368	ExpAA=18.93	First60=15.43	PredHel=0	Topology=o
PIERAPG00000002003	len=472	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
PIERAPG00000007493	len=570	ExpAA=0.95	First60=0.00	PredHel=0	Topology=o
PIERAPG00000013834	len=700	ExpAA=0.07	First60=0.01	PredHel=0	Topology=o
PIERAPG00000003135	len=307	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
PIERAPG00000011520	len=230	ExpAA=0.94	First60=0.56	PredHel=0	Topology=o
PIERAPG00000002103	len=222	ExpAA=0.02	First60=0.02	PredHel=0	Topology=o
PIERAPG00000002622	len=389	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
PIERAPG00000004555	len=152	ExpAA=0.08	First60=0.07	PredHel=0	Topology=o
PIERAPG00000007371	len=130	ExpAA=0.16	First60=0.16	PredHel=0	Topology=o
PIERAPG00000009039	len=348	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000000973	len=442	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000005324	len=351	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
PIERAPG00000001854	len=346	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000014179	len=705	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
PIERAPG00000002295	len=354	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
PIERAPG00000011191	len=1454	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
PIERAPG00000001690	len=431	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000007642	len=350	ExpAA=0.15	First60=0.01	PredHel=0	Topology=o
PIERAPG00000013845	len=353	ExpAA=2.84	First60=2.50	PredHel=0	Topology=o
PIERAPG00000008262	len=114	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006827	len=421	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
PIERAPG00000001024	len=94	ExpAA=37.82	First60=28.22	PredHel=2	Topology=i28-50o54-76i
PIERAPG00000014429	len=589	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
PIERAPG00000003269	len=215	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
PIERAPG00000011855	len=215	ExpAA=0.07	First60=0.00	PredHel=0	Topology=o
PIERAPG00000014216	len=216	ExpAA=0.10	First60=0.03	PredHel=0	Topology=o
PIERAPG00000002987	len=105	ExpAA=0.54	First60=0.42	PredHel=0	Topology=o
PIERAPG00000011068	len=163	ExpAA=0.13	First60=0.13	PredHel=0	Topology=o
PIERAPG00000011105	len=244	ExpAA=2.87	First60=2.81	PredHel=0	Topology=o
PIERAPG00000014190	len=776	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000004706	len=117	ExpAA=2.93	First60=0.01	PredHel=0	Topology=o
PIERAPG00000013901	len=974	ExpAA=21.24	First60=21.24	PredHel=1	Topology=i9-31o
PIERAPG00000001713	len=539	ExpAA=19.62	First60=19.62	PredHel=1	Topology=i12-29o
PIERAPG00000000375	len=231	ExpAA=0.33	First60=0.03	PredHel=0	Topology=o
PIERAPG00000007379	len=332	ExpAA=0.03	First60=0.03	PredHel=0	Topology=o
PIERAPG00000006319	len=460	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
PIERAPG00000011550	len=254	ExpAA=1.78	First60=0.00	PredHel=0	Topology=o
PIERAPG00000013163	len=318	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
PIERAPG00000002801	len=187	ExpAA=0.56	First60=0.23	PredHel=0	Topology=o
PIERAPG00000013025	len=545	ExpAA=0.54	First60=0.53	PredHel=0	Topology=o
PIERAPG00000005165	len=348	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000013492	len=202	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000001371	len=147	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000001129	len=644	ExpAA=20.64	First60=0.88	PredHel=1	Topology=i60-79o
PIERAPG00000007378	len=264	ExpAA=125.54	First60=0.04	PredHel=6	Topology=i67-89o109-131i143-162o177-199i204-226o241-263i
PIERAPG00000013150	len=259	ExpAA=2.58	First60=0.96	PredHel=0	Topology=o
PIERAPG00000014552	len=592	ExpAA=35.31	First60=27.05	PredHel=1	Topology=i7-29o
PIERAPG00000013023	len=991	ExpAA=0.38	First60=0.00	PredHel=0	Topology=o
PIERAPG00000000166	len=284	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000009771	len=841	ExpAA=0.70	First60=0.00	PredHel=0	Topology=o
PIERAPG00000001398	len=158	ExpAA=0.02	First60=0.02	PredHel=0	Topology=o
PIERAPG00000006993	len=293	ExpAA=0.10	First60=0.00	PredHel=0	Topology=o
PIERAPG00000003333	len=291	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000005609	len=263	ExpAA=0.06	First60=0.05	PredHel=0	Topology=o
PIERAPG00000013496	len=423	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008067	len=265	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
PIERAPG00000013212	len=757	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000004060	len=362	ExpAA=0.16	First60=0.06	PredHel=0	Topology=o
PIERAPG00000000129	len=340	ExpAA=12.57	First60=6.40	PredHel=0	Topology=o
PIERAPG00000013278	len=150	ExpAA=20.79	First60=20.79	PredHel=1	Topology=o17-36i
PIERAPG00000011131	len=333	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
PIERAPG00000005003	len=362	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008247	len=446	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000009497	len=368	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000009564	len=225	ExpAA=0.80	First60=0.03	PredHel=0	Topology=o
PIERAPG00000012696	len=203	ExpAA=4.57	First60=0.02	PredHel=0	Topology=o
PIERAPG00000004143	len=663	ExpAA=6.37	First60=6.36	PredHel=0	Topology=o
PIERAPG00000002204	len=595	ExpAA=5.40	First60=1.66	PredHel=0	Topology=o
PIERAPG00000009009	len=268	ExpAA=0.12	First60=0.01	PredHel=0	Topology=o
PIERAPG00000000023	len=204	ExpAA=0.70	First60=0.02	PredHel=0	Topology=o
PIERAPG00000001632	len=267	ExpAA=1.80	First60=0.02	PredHel=0	Topology=o
PIERAPG00000005220	len=385	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000000132	len=593	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000001896	len=836	ExpAA=0.06	First60=0.01	PredHel=0	Topology=o
PIERAPG00000010833	len=1255	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000003186	len=423	ExpAA=2.24	First60=2.23	PredHel=0	Topology=o
PIERAPG00000005945	len=570	ExpAA=9.90	First60=9.86	PredHel=0	Topology=o
PIERAPG00000004816	len=369	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000004479	len=160	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
PIERAPG00000014508	len=380	ExpAA=0.09	First60=0.08	PredHel=0	Topology=o
PIERAPG00000007294	len=127	ExpAA=0.12	First60=0.12	PredHel=0	Topology=o
PIERAPG00000009165	len=349	ExpAA=0.11	First60=0.00	PredHel=0	Topology=o
PIERAPG00000012938	len=444	ExpAA=0.69	First60=0.00	PredHel=0	Topology=o
PIERAPG00000000958	len=299	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
PIERAPG00000011200	len=624	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000004856	len=297	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
PIERAPG00000005265	len=152	ExpAA=0.12	First60=0.03	PredHel=0	Topology=o
PIERAPG00000004585	len=149	ExpAA=0.09	First60=0.08	PredHel=0	Topology=o
PIERAPG00000010437	len=653	ExpAA=0.16	First60=0.14	PredHel=0	Topology=o
PIERAPG00000013840	len=187	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000010509	len=4103	ExpAA=0.13	First60=0.13	PredHel=0	Topology=o
PIERAPG00000010105	len=93	ExpAA=0.15	First60=0.13	PredHel=0	Topology=o
PIERAPG00000007122	len=1518	ExpAA=1.33	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008347	len=294	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008607	len=262	ExpAA=0.24	First60=0.20	PredHel=0	Topology=o
PIERAPG00000006998	len=279	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006860	len=495	ExpAA=0.87	First60=0.00	PredHel=0	Topology=o
PIERAPG00000011376	len=425	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000010176	len=456	ExpAA=0.38	First60=0.00	PredHel=0	Topology=o
PIERAPG00000000509	len=319	ExpAA=2.14	First60=1.98	PredHel=0	Topology=o
PIERAPG00000002871	len=364	ExpAA=185.09	First60=21.97	PredHel=9	Topology=o35-57i78-100o110-132i153-175o180-202i209-231o254-276i289-311o316-335i
PIERAPG00000005146	len=464	ExpAA=0.19	First60=0.02	PredHel=0	Topology=o
PIERAPG00000004737	len=212	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000003173	len=654	ExpAA=0.02	First60=0.01	PredHel=0	Topology=o
PIERAPG00000002927	len=663	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
PIERAPG00000012002	len=572	ExpAA=0.02	First60=0.02	PredHel=0	Topology=o
PIERAPG00000003579	len=457	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000007351	len=592	ExpAA=0.06	First60=0.05	PredHel=0	Topology=o
PIERAPG00000010098	len=787	ExpAA=11.86	First60=11.85	PredHel=0	Topology=o
PIERAPG00000009605	len=664	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008713	len=393	ExpAA=13.11	First60=10.04	PredHel=1	Topology=i47-64o
PIERAPG00000001289	len=784	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
PIERAPG00000014034	len=1003	ExpAA=0.24	First60=0.24	PredHel=0	Topology=o
PIERAPG00000002366	len=492	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
